state	votetrump	age	female	collegeed	famincr	ideo	pid7na	bornagain	religimp	churchatd	prayerfreq	angryracism	whiteadv	fearraces	racerare
Iowa	NA	44	0	0	8	4	Not Strong R	0	3	1	1	NA	NA	NA	NA
Pennsylvania	NA	31	0	0	5	2	Strong R	0	2	2	3	NA	NA	NA	NA
Ohio	0	32	0	0	6	1	Ind. Lean D	0	1	1	1	Agree	Strongly Agree	Disagree	Strongly Disagree
Illinois	1	67	1	0	7	3	Not Strong R	0	3	2	6	Strongly Agree	Strongly Disagree	Strongly Disagree	Strongly Disagree
Michigan	1	52	0	0	NA	5	Indep.	1	4	2	6	NA/ND	Disagree	Disagree	Agree
Pennsylvania	1	55	0	0	9	3	Not Strong R	0	1	1	1	Agree	Agree	Agree	Agree
Wisconsin	NA	48	1	0	3	NA	Not Strong R	0	3	1	5	Strongly Agree	Agree	Disagree	Strongly Disagree
Indiana	1	67	0	0	NA	4	Not Strong R	0	3	2	6	Strongly Agree	Strongly Disagree	NA/ND	Strongly Disagree
Michigan	1	83	1	0	6	4	Strong R	1	4	5	7	Strongly Agree	NA/ND	Strongly Disagree	Strongly Disagree
Michigan	0	40	1	0	4	2	Indep.	0	3	3	3	Agree	Agree	Strongly Disagree	NA/ND
Indiana	1	64	0	0	5	4	Not Strong R	1	4	6	5	Agree	Agree	NA/ND	Disagree
Michigan	NA	63	0	0	3	NA	Ind. Lean D	0	2	1	1	NA	NA	NA	NA
Pennsylvania	1	58	1	0	7	3	Not Strong D	0	3	4	7	NA/ND	Strongly Disagree	Disagree	NA/ND
Michigan	1	63	1	0	7	5	Strong R	0	1	2	5	Strongly Agree	NA/ND	Strongly Disagree	Disagree
Michigan	0	69	1	0	6	4	Strong D	0	4	5	6	NA/ND	Strongly Disagree	Strongly Disagree	Disagree
Minnesota	1	46	1	0	8	4	Not Strong R	0	4	4	7	Disagree	Strongly Disagree	Disagree	Agree
Indiana	0	64	0	0	6	2	Strong D	1	4	5	7	Strongly Agree	Strongly Agree	NA/ND	Strongly Disagree
Indiana	1	58	0	0	9	4	Strong R	1	4	5	7	Strongly Agree	Agree	Disagree	Strongly Disagree
Illinois	0	31	0	1	10	1	Ind. Lean D	0	1	1	1	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Pennsylvania	0	27	1	1	10	3	Not Strong D	0	3	3	3	Agree	NA/ND	Agree	Disagree
Pennsylvania	NA	33	1	0	5	3	NA	0	2	1	2	Strongly Agree	Agree	Disagree	Disagree
Iowa	NA	62	1	0	4	4	Ind. Lean R	0	4	6	5	Agree	NA/ND	NA/ND	NA/ND
Michigan	1	54	1	0	3	5	Strong R	1	3	2	2	Strongly Agree	Agree	NA/ND	Disagree
Pennsylvania	NA	63	0	0	4	4	Indep.	0	2	1	2	Agree	Agree	Strongly Disagree	Strongly Disagree
Ohio	NA	46	0	0	NA	4	Indep.	0	3	2	1	NA	NA	NA	NA
Ohio	0	35	1	0	7	NA	Strong D	0	1	1	1	Agree	NA/ND	NA/ND	NA/ND
Iowa	0	55	1	0	7	3	Ind. Lean D	0	2	3	6	Strongly Agree	Strongly Agree	NA/ND	Agree
Illinois	0	65	0	0	6	3	Strong D	0	3	2	4	Agree	Disagree	NA/ND	Agree
Pennsylvania	0	35	1	1	8	2	Strong D	0	3	3	6	Strongly Agree	Strongly Agree	Disagree	Strongly Disagree
Pennsylvania	NA	68	0	0	9	1	Strong D	0	2	2	2	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Illinois	0	77	1	0	NA	3	Ind. Lean D	1	3	4	5	Agree	Agree	Disagree	Disagree
Pennsylvania	1	61	0	0	1	4	Ind. Lean R	0	2	1	2	NA/ND	Disagree	Agree	Disagree
Pennsylvania	1	77	1	0	NA	NA	Not Strong R	0	4	6	7	Strongly Agree	NA/ND	NA/ND	Agree
Pennsylvania	1	69	0	0	6	4	Strong R	1	4	2	7	Agree	NA/ND	Strongly Disagree	Agree
Illinois	1	75	0	0	5	4	Strong R	0	3	2	2	Agree	Agree	Agree	Disagree
Wisconsin	NA	41	0	0	10	3	Not Strong R	0	3	2	2	NA	NA	NA	NA
Illinois	1	54	0	0	7	3	Not Strong R	0	1	1	1	Agree	NA/ND	Agree	Disagree
Illinois	0	54	0	0	NA	2	Ind. Lean D	0	1	1	2	Strongly Disagree	Disagree	Strongly Disagree	Disagree
Michigan	0	66	1	0	4	2	Strong D	0	1	2	2	Strongly Agree	Strongly Agree	Disagree	Strongly Disagree
Pennsylvania	0	62	1	0	7	4	Not Strong D	0	4	3	7	Agree	Strongly Disagree	Disagree	Agree
Minnesota	1	75	0	0	8	4	Ind. Lean R	0	4	5	6	Disagree	Disagree	Agree	Agree
Indiana	1	73	0	0	8	4	Ind. Lean R	1	4	5	7	Strongly Agree	Agree	Strongly Disagree	Disagree
Ohio	NA	70	0	0	5	5	Strong R	0	3	1	5	NA/ND	Strongly Disagree	Agree	Strongly Disagree
Michigan	0	61	1	0	4	NA	Ind. Lean D	0	3	5	6	Strongly Agree	NA/ND	NA/ND	Disagree
Michigan	1	56	0	0	8	5	Strong R	1	4	5	4	Agree	NA/ND	NA/ND	Disagree
Wisconsin	1	48	1	0	5	4	Not Strong R	1	3	4	7	NA/ND	Disagree	Agree	Strongly Agree
Pennsylvania	0	23	1	1	7	3	Not Strong D	0	1	1	2	Strongly Agree	NA/ND	Strongly Disagree	Disagree
Ohio	NA	61	0	0	9	4	Not Strong R	1	3	5	7	Agree	NA/ND	Strongly Disagree	Disagree
Wisconsin	NA	52	1	0	3	3	NA	0	2	2	2	Agree	NA/ND	NA/ND	Strongly Disagree
Iowa	NA	66	0	0	4	4	Indep.	0	1	1	1	NA	NA	NA	NA
Michigan	1	54	0	0	9	NA	NA	0	1	1	1	Strongly Disagree	NA/ND	Strongly Disagree	Disagree
Wisconsin	0	61	0	0	5	2	Strong D	1	4	3	6	Agree	Disagree	NA/ND	NA/ND
Iowa	0	35	1	0	3	3	Indep.	0	3	2	5	Strongly Agree	Agree	Strongly Disagree	Strongly Disagree
Michigan	1	54	1	0	9	3	Not Strong R	0	2	3	2	Disagree	Strongly Disagree	Strongly Disagree	Agree
Pennsylvania	0	34	0	0	9	1	Strong D	0	1	1	1	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Ohio	NA	57	1	0	6	2	Ind. Lean R	0	3	2	6	Agree	Agree	Strongly Disagree	Agree
Pennsylvania	NA	55	1	0	2	NA	Indep.	0	1	1	1	Strongly Agree	Disagree	Strongly Disagree	Strongly Disagree
Pennsylvania	NA	61	1	0	4	NA	NA	0	3	2	7	Strongly Agree	NA/ND	NA/ND	Strongly Disagree
Pennsylvania	NA	32	0	1	11	3	Ind. Lean R	0	1	1	1	NA	NA	NA	NA
Michigan	1	50	1	0	NA	4	Strong R	0	3	2	2	Strongly Agree	Strongly Disagree	Agree	Disagree
Pennsylvania	NA	31	0	1	9	3	Not Strong D	0	3	4	NA	NA	NA	NA	NA
Pennsylvania	NA	31	0	1	10	3	Strong D	1	3	6	6	NA	NA	NA	NA
Wisconsin	0	69	1	0	8	2	Strong D	0	2	2	5	Strongly Agree	Agree	Disagree	Strongly Disagree
Ohio	1	51	0	0	7	3	Indep.	0	1	1	2	Agree	NA/ND	Strongly Disagree	NA/ND
Ohio	0	21	1	0	7	2	Strong D	0	1	2	1	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Ohio	1	73	0	0	3	4	Ind. Lean R	1	4	5	7	Agree	Strongly Disagree	Strongly Disagree	Strongly Disagree
Michigan	NA	58	1	0	2	1	Indep.	0	4	2	7	NA/ND	NA/ND	NA/ND	NA/ND
Ohio	0	65	0	0	9	2	Ind. Lean D	0	2	2	1	Strongly Agree	Agree	Agree	Disagree
Michigan	NA	18	0	0	4	5	Not Strong R	1	4	6	7	NA	NA	NA	NA
Illinois	1	23	0	1	10	4	Strong D	1	3	6	5	Agree	Agree	NA/ND	Agree
Ohio	0	23	0	1	2	2	Not Strong D	0	2	1	2	NA/ND	Strongly Agree	NA/ND	Strongly Disagree
Pennsylvania	1	65	0	0	5	4	Ind. Lean R	1	4	5	7	NA/ND	Strongly Disagree	NA/ND	NA/ND
Illinois	1	45	1	0	NA	5	Strong R	1	4	2	7	NA/ND	Strongly Disagree	Strongly Disagree	Disagree
Wisconsin	NA	61	0	0	3	3	Not Strong D	0	2	1	2	NA/ND	Disagree	Disagree	Agree
Pennsylvania	0	32	1	1	6	2	Ind. Lean D	1	4	6	7	Strongly Agree	Strongly Agree	Disagree	Disagree
Michigan	1	43	0	0	8	5	Ind. Lean R	0	2	2	1	Agree	Disagree	Strongly Disagree	Agree
Illinois	1	68	1	0	5	4	Ind. Lean R	0	4	4	6	Agree	Disagree	NA/ND	NA/ND
Indiana	1	57	1	0	4	3	Not Strong R	0	2	2	7	Strongly Agree	NA/ND	Disagree	Disagree
Minnesota	0	75	0	0	9	3	Not Strong D	0	4	5	4	NA/ND	NA/ND	Disagree	Disagree
Wisconsin	1	74	1	0	8	4	Not Strong R	0	4	2	7	Strongly Agree	Strongly Agree	Disagree	Strongly Disagree
Michigan	1	70	0	0	7	4	Not Strong R	0	4	3	5	Disagree	Strongly Disagree	Strongly Disagree	NA/ND
Ohio	0	75	0	0	NA	4	Not Strong R	0	1	1	1	Agree	Agree	Strongly Disagree	Strongly Disagree
Pennsylvania	1	74	0	0	3	4	Not Strong D	0	4	2	6	NA/ND	Strongly Disagree	Agree	Agree
Pennsylvania	1	56	1	0	NA	3	Not Strong D	1	4	3	6	Agree	NA/ND	Agree	Strongly Disagree
Illinois	1	66	0	0	9	4	Strong R	0	3	3	2	Strongly Agree	Agree	Strongly Disagree	Agree
Wisconsin	1	54	1	0	4	2	Not Strong R	0	3	3	7	Agree	Disagree	Agree	Disagree
Ohio	1	40	0	0	9	4	Ind. Lean R	0	2	1	3	Agree	Disagree	Disagree	NA/ND
Pennsylvania	1	36	0	0	6	4	Strong R	1	4	3	7	Strongly Agree	Agree	Strongly Disagree	Strongly Disagree
Illinois	1	60	0	0	9	3	Ind. Lean R	0	2	1	6	NA/ND	Disagree	Agree	Strongly Disagree
Illinois	0	58	1	0	3	NA	Indep.	0	3	5	4	NA/ND	NA/ND	NA/ND	NA/ND
Michigan	0	69	1	0	6	3	Strong D	0	4	2	7	Strongly Agree	Strongly Disagree	Strongly Disagree	Strongly Disagree
Ohio	NA	24	1	0	2	3	Strong R	1	4	6	7	NA	NA	NA	NA
Michigan	1	74	1	0	5	3	Indep.	1	3	3	7	Agree	Disagree	NA/ND	Agree
Minnesota	1	73	1	0	2	4	NA	1	4	4	7	Agree	Agree	Disagree	Disagree
Pennsylvania	0	57	0	0	8	2	Not Strong D	0	3	2	7	Strongly Agree	NA/ND	Strongly Disagree	Strongly Agree
Michigan	0	59	1	0	6	3	Indep.	0	3	2	3	Agree	Disagree	NA/ND	Disagree
Wisconsin	1	80	0	0	4	4	Strong R	0	4	4	6	Strongly Agree	Agree	Disagree	Disagree
Pennsylvania	NA	30	1	0	2	3	Not Strong R	0	2	3	3	NA/ND	Agree	NA/ND	Disagree
Ohio	NA	43	0	0	12	3	Strong R	0	3	2	6	NA	NA	NA	NA
Indiana	NA	23	0	0	12	3	Not Strong R	0	3	3	2	NA	NA	NA	NA
Michigan	1	61	1	0	1	4	Strong R	1	4	2	6	Strongly Agree	Strongly Disagree	Strongly Disagree	Strongly Agree
Minnesota	1	62	0	0	7	3	Indep.	0	1	1	1	NA/ND	Strongly Disagree	Disagree	Agree
Ohio	NA	31	1	0	3	2	Indep.	0	1	1	7	NA/ND	Agree	NA/ND	NA/ND
Pennsylvania	1	80	0	0	8	4	Indep.	0	2	1	3	Agree	Agree	Disagree	NA/ND
Indiana	1	33	0	0	3	4	Strong R	1	3	3	5	Agree	Strongly Disagree	Strongly Agree	Disagree
Wisconsin	1	66	1	0	3	3	Ind. Lean D	0	1	1	3	Disagree	Agree	Agree	Agree
Illinois	NA	60	0	0	4	2	Not Strong D	0	3	2	2	Strongly Agree	NA/ND	NA/ND	Disagree
Indiana	0	65	1	0	2	3	Indep.	0	3	2	5	Agree	Strongly Disagree	NA/ND	Agree
Wisconsin	1	42	1	0	12	3	Not Strong R	0	2	3	2	NA/ND	Disagree	NA/ND	Disagree
Pennsylvania	0	68	0	0	10	3	Not Strong D	0	1	2	1	Strongly Agree	Agree	Disagree	Strongly Disagree
Wisconsin	0	29	1	1	4	2	Not Strong D	0	3	2	4	Strongly Agree	NA/ND	Agree	Disagree
Pennsylvania	0	48	1	0	NA	1	Indep.	0	1	1	1	Strongly Agree	NA/ND	NA/ND	Strongly Disagree
Michigan	0	27	1	1	8	3	Not Strong R	0	3	3	2	Strongly Disagree	NA/ND	Strongly Disagree	Agree
Pennsylvania	0	55	0	0	6	3	Not Strong R	0	2	1	1	Agree	Disagree	Disagree	Agree
Wisconsin	NA	31	1	0	5	3	Not Strong D	0	3	1	4	Strongly Agree	Strongly Agree	Strongly Disagree	Disagree
Indiana	1	52	0	0	11	4	Strong R	0	3	4	5	NA/ND	Strongly Disagree	NA/ND	Disagree
Minnesota	1	64	1	0	6	5	Strong R	1	4	3	7	Strongly Agree	Disagree	Strongly Disagree	Strongly Disagree
Iowa	0	56	1	0	4	3	Not Strong R	0	2	1	6	Strongly Agree	Agree	NA/ND	Disagree
Ohio	1	35	1	0	7	4	Strong R	1	4	4	7	Agree	Agree	NA/ND	Agree
Wisconsin	0	50	1	0	6	2	Indep.	1	4	5	7	Strongly Agree	Strongly Disagree	Strongly Disagree	Strongly Disagree
Michigan	1	59	0	0	2	3	Not Strong R	1	2	3	5	NA/ND	Disagree	Disagree	NA/ND
Illinois	1	75	1	0	5	4	Not Strong R	1	4	6	7	Strongly Agree	Disagree	Disagree	Strongly Disagree
Pennsylvania	NA	60	1	0	NA	NA	NA	0	2	1	1	NA/ND	NA/ND	NA/ND	NA/ND
Minnesota	NA	26	0	0	1	4	Strong R	0	3	3	2	NA	NA	NA	NA
Indiana	1	46	1	0	3	NA	Strong R	0	4	1	6	NA/ND	NA/ND	Strongly Agree	Strongly Disagree
Minnesota	0	53	1	0	4	3	Strong D	0	2	3	2	Agree	NA/ND	Disagree	Disagree
Michigan	NA	58	0	0	9	3	Strong R	0	2	1	2	Strongly Agree	Strongly Disagree	Disagree	Strongly Disagree
Indiana	1	61	0	0	NA	4	Ind. Lean R	1	4	2	6	NA/ND	Strongly Disagree	NA/ND	Agree
Ohio	NA	28	0	0	3	NA	Indep.	0	3	3	5	Strongly Agree	Agree	Strongly Disagree	Strongly Disagree
Michigan	1	58	0	0	6	5	Strong R	0	3	2	6	Disagree	Strongly Disagree	Agree	Strongly Agree
Wisconsin	NA	46	1	0	5	4	Indep.	0	3	2	NA	Strongly Agree	Agree	Disagree	NA/ND
Ohio	0	49	1	0	2	2	Strong D	0	4	3	7	Strongly Agree	Strongly Disagree	Disagree	Strongly Disagree
Ohio	NA	37	1	0	3	NA	Indep.	0	2	1	5	NA/ND	Strongly Disagree	Disagree	Strongly Disagree
Illinois	1	35	0	1	8	5	Strong R	0	3	2	2	Strongly Agree	Strongly Disagree	Strongly Disagree	Strongly Disagree
Illinois	NA	46	1	0	3	4	Not Strong D	1	3	1	5	Strongly Agree	Agree	Strongly Agree	Strongly Agree
Wisconsin	1	44	1	0	9	3	Not Strong R	0	3	4	7	Agree	Strongly Disagree	Strongly Disagree	Agree
Wisconsin	0	49	1	0	9	1	Strong D	0	1	1	2	Strongly Agree	Agree	Strongly Disagree	Strongly Disagree
Minnesota	0	22	1	1	5	3	Not Strong D	0	2	3	1	Strongly Agree	Strongly Agree	Strongly Disagree	Disagree
Illinois	1	45	1	0	5	NA	Indep.	0	4	2	3	Strongly Agree	Disagree	Strongly Disagree	Disagree
Illinois	1	68	1	0	2	4	Strong R	1	4	2	6	Strongly Agree	NA/ND	NA/ND	Strongly Disagree
Ohio	0	62	1	0	6	4	Not Strong D	0	2	2	5	Strongly Agree	Disagree	Agree	Strongly Disagree
Illinois	0	61	1	0	4	5	Indep.	0	2	2	2	Agree	Agree	Agree	Disagree
Illinois	1	69	1	0	NA	4	Not Strong D	0	3	3	6	Disagree	Strongly Disagree	Disagree	Strongly Disagree
Wisconsin	0	59	0	0	10	3	Ind. Lean D	0	3	3	6	Strongly Agree	Disagree	Strongly Disagree	Disagree
Ohio	0	67	1	0	4	3	Not Strong D	0	2	2	2	Disagree	Strongly Disagree	NA/ND	Disagree
Michigan	1	79	1	0	8	5	Not Strong R	0	4	3	5	Strongly Agree	Agree	Disagree	Disagree
Pennsylvania	NA	39	1	0	5	2	Not Strong D	NA	3	4	5	Strongly Agree	NA/ND	Strongly Disagree	NA/ND
Ohio	0	60	0	0	8	3	Indep.	0	3	3	2	Strongly Agree	Disagree	Strongly Disagree	Disagree
Illinois	NA	40	1	0	NA	NA	NA	0	1	1	1	NA/ND	NA/ND	Disagree	Disagree
Wisconsin	NA	48	1	0	5	NA	Indep.	0	2	1	2	Strongly Agree	NA/ND	Agree	Disagree
Pennsylvania	1	69	0	0	4	3	Not Strong D	1	4	6	7	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Michigan	1	69	0	0	3	4	Strong R	0	4	5	6	Strongly Agree	NA/ND	NA/ND	Disagree
Michigan	0	68	0	0	6	3	Not Strong D	0	4	6	7	NA/ND	Agree	Disagree	Disagree
Pennsylvania	1	46	1	0	3	NA	Not Strong D	1	4	2	7	Strongly Agree	Strongly Disagree	Disagree	Disagree
Ohio	0	27	1	1	5	2	Strong D	0	1	1	1	Strongly Agree	Strongly Agree	Disagree	Strongly Disagree
Wisconsin	0	73	1	0	4	NA	Ind. Lean R	0	4	2	6	Strongly Agree	Agree	NA/ND	NA/ND
Wisconsin	NA	62	1	0	NA	3	Indep.	0	4	5	6	Agree	Agree	Agree	Strongly Disagree
Illinois	NA	61	1	0	6	NA	Strong D	0	2	2	2	Strongly Agree	Strongly Disagree	Strongly Disagree	Strongly Disagree
Illinois	0	21	1	0	11	1	Strong D	0	1	2	1	Strongly Agree	Strongly Agree	Strongly Disagree	Disagree
Iowa	NA	44	0	0	10	3	Indep.	0	3	2	2	Agree	NA/ND	Disagree	Agree
Ohio	1	63	1	0	4	3	NA	0	2	2	3	Strongly Agree	Strongly Disagree	NA/ND	Disagree
Illinois	0	71	0	0	9	3	Not Strong D	0	4	5	6	Agree	Agree	Agree	Disagree
Ohio	0	60	1	0	11	3	Not Strong R	0	3	1	5	NA/ND	Strongly Agree	Agree	Disagree
Ohio	0	33	0	1	10	4	Not Strong R	0	3	3	3	Agree	Strongly Agree	Agree	NA/ND
Ohio	NA	31	1	0	5	NA	Indep.	1	3	2	5	Strongly Agree	Strongly Disagree	Strongly Disagree	Disagree
Ohio	NA	30	1	0	4	4	Not Strong R	0	2	1	3	Strongly Agree	Agree	Strongly Disagree	Strongly Disagree
Indiana	1	33	1	1	9	4	Not Strong R	0	4	5	5	Agree	NA/ND	Disagree	NA/ND
Wisconsin	1	60	1	0	9	4	Strong R	0	4	3	5	Strongly Agree	NA/ND	Agree	Strongly Disagree
Ohio	1	69	1	0	9	4	Not Strong R	0	3	3	3	Strongly Agree	NA/ND	Agree	Disagree
Wisconsin	NA	61	1	0	2	3	Indep.	0	4	5	6	Strongly Agree	NA/ND	NA/ND	Strongly Disagree
Illinois	1	63	0	0	6	3	Not Strong R	0	2	2	2	Strongly Agree	Disagree	Disagree	Disagree
Indiana	1	32	1	0	7	4	Strong R	1	4	4	6	NA/ND	Strongly Disagree	Strongly Disagree	NA/ND
Pennsylvania	NA	53	0	0	NA	3	Not Strong D	0	2	2	2	Strongly Agree	Agree	Strongly Disagree	Strongly Disagree
Ohio	1	64	1	0	7	4	Not Strong R	0	1	1	1	Agree	Disagree	NA/ND	NA/ND
Minnesota	1	67	1	0	10	5	Strong R	1	4	6	7	NA/ND	NA/ND	NA/ND	Strongly Disagree
Indiana	0	73	1	0	3	2	Strong D	1	4	6	7	Strongly Agree	Agree	Strongly Disagree	Strongly Disagree
Ohio	1	64	1	0	7	4	Ind. Lean R	1	4	4	7	NA/ND	Disagree	NA/ND	NA/ND
Wisconsin	0	60	0	0	5	4	Indep.	0	3	2	5	NA/ND	Strongly Disagree	Agree	Disagree
Iowa	0	28	0	0	2	2	Indep.	0	3	4	1	Strongly Agree	Strongly Agree	Disagree	Disagree
Ohio	0	59	0	0	4	3	Not Strong D	0	4	6	7	Strongly Agree	Agree	Disagree	Strongly Disagree
Michigan	NA	62	1	0	6	3	Strong D	0	3	4	6	Strongly Agree	Strongly Agree	Agree	Strongly Disagree
Wisconsin	0	58	1	0	3	4	Ind. Lean D	1	4	5	7	Strongly Agree	Agree	Disagree	Disagree
Michigan	NA	59	0	0	1	3	Indep.	0	3	2	7	Strongly Agree	Strongly Disagree	Strongly Disagree	NA/ND
Michigan	0	74	1	0	4	3	Strong D	1	4	5	7	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Pennsylvania	1	66	1	0	5	3	Not Strong R	0	4	5	7	Strongly Agree	Disagree	Strongly Disagree	Disagree
Ohio	1	76	1	0	12	4	Strong R	0	3	3	5	Agree	NA/ND	NA/ND	Disagree
Pennsylvania	0	47	1	0	6	3	Not Strong R	0	3	3	6	Agree	Disagree	NA/ND	Disagree
Ohio	1	63	1	0	2	3	Not Strong R	1	3	4	6	Strongly Agree	Agree	Strongly Disagree	Disagree
Illinois	NA	24	0	0	5	NA	NA	0	1	1	1	NA	NA	NA	NA
Ohio	1	56	1	0	9	3	Not Strong D	0	1	1	1	Strongly Agree	Disagree	Strongly Disagree	Disagree
Illinois	NA	49	0	0	7	3	NA	0	3	2	NA	NA	NA	NA	NA
Michigan	1	75	0	0	6	5	Strong R	1	4	6	7	Strongly Agree	Agree	Disagree	Disagree
Ohio	0	36	1	0	2	1	Strong D	0	3	2	2	Strongly Agree	Strongly Disagree	Strongly Disagree	Strongly Disagree
Wisconsin	NA	57	1	0	NA	NA	Indep.	0	4	1	6	Strongly Agree	Strongly Disagree	NA/ND	Strongly Disagree
Wisconsin	NA	52	1	0	7	3	Ind. Lean R	0	3	4	3	Strongly Agree	Disagree	Strongly Disagree	NA/ND
Michigan	1	71	1	0	4	5	Strong R	1	4	5	7	NA/ND	Disagree	Disagree	Agree
Illinois	1	87	1	0	2	NA	Indep.	1	4	6	7	Strongly Agree	Strongly Agree	Strongly Disagree	Disagree
Illinois	1	59	0	0	6	4	Not Strong R	0	3	3	2	Agree	Agree	Agree	NA/ND
Indiana	1	62	1	0	1	4	Not Strong R	1	4	2	7	Agree	NA/ND	NA/ND	Agree
Michigan	1	58	0	0	2	3	Indep.	0	2	2	2	Agree	Agree	Disagree	NA/ND
Illinois	0	34	1	1	12	2	Ind. Lean D	0	1	2	1	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Ohio	NA	56	1	0	4	3	Not Strong D	1	3	3	3	Agree	NA/ND	Strongly Disagree	NA/ND
Michigan	0	29	1	0	4	3	Indep.	0	1	3	5	Agree	Disagree	Strongly Disagree	Disagree
Michigan	1	50	0	0	7	NA	Not Strong D	0	1	1	NA	Strongly Agree	NA/ND	Agree	Strongly Agree
Indiana	1	49	1	0	3	3	Strong R	1	4	3	7	Strongly Agree	Disagree	Disagree	Strongly Disagree
Ohio	0	34	1	0	NA	3	Indep.	0	3	NA	7	Agree	Disagree	NA/ND	Disagree
Pennsylvania	1	69	1	0	3	3	Strong R	0	3	1	5	Strongly Agree	Strongly Disagree	Disagree	Strongly Disagree
Illinois	1	82	1	0	12	5	Ind. Lean R	0	4	5	7	Agree	Agree	NA/ND	Disagree
Michigan	1	55	1	0	2	4	Strong R	0	3	1	5	Agree	Agree	Disagree	Agree
Wisconsin	NA	29	0	0	3	4	Indep.	1	3	5	7	NA	NA	NA	NA
Iowa	1	55	1	0	7	5	Strong R	1	4	6	6	Strongly Agree	Strongly Disagree	Strongly Disagree	Strongly Agree
Ohio	1	24	0	0	1	3	Ind. Lean R	0	2	1	2	NA/ND	NA/ND	Disagree	NA/ND
Ohio	0	62	1	0	1	3	Not Strong D	0	2	1	1	Strongly Agree	NA/ND	Strongly Disagree	Strongly Disagree
Pennsylvania	NA	22	1	0	2	NA	Indep.	0	1	1	1	NA	NA	NA	NA
Pennsylvania	1	41	1	0	6	3	Strong R	1	3	6	7	Agree	Strongly Disagree	Strongly Disagree	Agree
Ohio	1	44	0	0	4	3	Indep.	1	3	3	4	Strongly Agree	Strongly Disagree	Strongly Disagree	Disagree
Illinois	1	64	1	0	2	4	Not Strong R	1	4	6	7	Strongly Agree	Strongly Disagree	NA/ND	Strongly Disagree
Illinois	0	61	1	0	8	2	Not Strong D	0	2	1	7	Strongly Agree	Strongly Agree	Disagree	Disagree
Ohio	0	34	0	1	9	3	Not Strong R	0	2	2	2	Strongly Agree	Agree	Disagree	Disagree
Wisconsin	0	25	1	1	5	2	Strong D	0	2	3	3	Strongly Agree	Strongly Agree	Disagree	Strongly Disagree
Pennsylvania	NA	44	0	0	5	NA	NA	0	1	1	1	NA/ND	Strongly Disagree	Strongly Disagree	NA/ND
Pennsylvania	0	59	1	0	7	3	Strong D	0	4	5	7	NA/ND	NA/ND	NA/ND	Disagree
Minnesota	NA	25	0	0	10	4	Strong R	0	3	2	2	NA	NA	NA	NA
Pennsylvania	0	71	1	0	4	3	Indep.	0	4	6	7	Strongly Agree	Agree	Disagree	Disagree
Minnesota	NA	33	1	0	2	2	Not Strong D	0	2	1	5	NA	NA	NA	NA
Pennsylvania	NA	21	0	1	12	1	Ind. Lean D	0	1	1	1	NA	NA	NA	NA
Pennsylvania	1	67	0	0	9	3	Not Strong R	0	3	3	3	NA/ND	Agree	Disagree	Strongly Disagree
Pennsylvania	NA	41	0	0	NA	NA	Indep.	0	3	2	5	NA	NA	NA	NA
Iowa	0	20	1	1	4	2	Strong D	0	4	5	7	Strongly Agree	Strongly Agree	NA/ND	Disagree
Ohio	0	68	1	0	6	3	Indep.	0	4	5	7	Agree	Agree	Disagree	Disagree
Wisconsin	1	27	1	1	8	3	Indep.	1	4	5	7	Strongly Agree	NA/ND	Strongly Disagree	Agree
Ohio	NA	32	1	0	5	3	Not Strong R	0	2	3	2	NA	NA	NA	NA
Pennsylvania	NA	25	1	0	3	NA	Strong R	1	4	2	6	NA	NA	NA	NA
Illinois	NA	73	0	0	4	3	Not Strong D	0	3	2	6	Disagree	Agree	NA/ND	Strongly Disagree
Michigan	0	54	1	0	3	NA	Strong D	0	3	4	5	Strongly Agree	NA/ND	Disagree	Disagree
Illinois	0	36	1	0	6	2	Strong D	0	1	2	2	Strongly Agree	Strongly Agree	Disagree	Strongly Disagree
Illinois	0	42	0	0	6	1	Strong D	0	1	1	1	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Pennsylvania	NA	53	1	0	5	4	Strong D	0	4	2	6	NA	NA	NA	NA
Minnesota	1	58	0	0	12	5	Strong R	0	4	1	6	Agree	Agree	Agree	NA/ND
Wisconsin	NA	44	1	0	6	2	Ind. Lean D	0	2	2	2	NA	NA	NA	NA
Michigan	NA	54	1	0	NA	4	Indep.	1	3	NA	7	Agree	Agree	NA/ND	Disagree
Minnesota	NA	19	1	0	12	NA	Indep.	0	3	3	3	NA	NA	NA	NA
Ohio	1	61	1	0	2	2	Not Strong D	0	2	1	NA	NA/ND	Strongly Disagree	Disagree	Disagree
Pennsylvania	NA	18	0	0	NA	NA	Strong R	1	3	2	2	NA	NA	NA	NA
Pennsylvania	0	22	1	0	8	3	Ind. Lean R	0	1	2	2	NA/ND	Disagree	Disagree	Agree
Ohio	1	57	1	0	1	4	Not Strong D	1	4	5	5	NA/ND	NA/ND	NA/ND	NA/ND
